日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
0727,L260337,C 類,已結案,OP-120,已回報,資材,永利,17,85.45
0613,L263634,A 類,合格,OP-146,待確認,品保,力鋼,119,25.12
0622,L267933,C 類,待處理,OP-106,,營運,東昇,117,44.69
2026/6/11,L264423,C 類,不合格,OP-132,已回報,資材,大宏,41,92.63
7月15日,L264718,A 類,不合格,OP-127,,品保,順發,64,90.59
2026/6/22,L264463,B 類,待處理,OP-139,已回報,資材,順發,184,73.65
2026/6/6,L265292,A 類,不合格,OP-132,,營運,東昇,91,17.74
2026/7/21,L266812,C 類,,OP-122,,品保,東昇,168,78.19
6月19日,L269280,B 類,已結案,OP-108,,營運,大宏,218,76.89
7月7日,L267466,A 類,合格,OP-110,,品保,捷欣,216,32.82
0718,L261625,其他,,OP-144,,製造,東昇,59,5.05
7月23日,L262371,C 類,待處理,OP-116,,研發,力鋼,101,35.92
6月30日,L260897,C 類,已結案,OP-127,,營運,大宏,46,70.95
0701,L263470,其他,,OP-103,待確認,研發,大宏,114,10.1
6月18日,L262653,C 類,合格,OP-120,待確認,資材,東昇,76,31.31
0718,L261332,其他,待處理,OP-123,,品保,捷欣,180,93.66
2026/6/27,L260770,A 類,合格,OP-119,,研發,大宏,234,57.47
7月29日,L266799,C 類,,OP-146,,研發,永利,106,62.01
2026/6/26,L267166,A 類,待處理,OP-117,待確認,研發,大宏,201,92.98
0721,L260176,B 類,不合格,OP-129,,研發,捷欣,168,75.11
2026/7/6,L261767,C 類,已結案,OP-104,待確認,營運,順發,184,91.11
0624,L261152,C 類,合格,OP-137,待確認,資材,順發,138,87.1
2026/7/21,L265387,B 類,待處理,OP-103,,營運,大宏,178,58.22
0706,L262579,A 類,,OP-102,,製造,力鋼,25,42.92
2026/6/7,L268764,B 類,合格,OP-139,,研發,大宏,114,2.81
7月30日,L264261,B 類,待處理,OP-111,,研發,大宏,170,40.49
7月20日,L264520,其他,不合格,OP-140,待確認,資材,捷欣,150,47.28
2026/6/25,L268346,其他,待處理,OP-138,已回報,營運,永利,22,23.0
6月3日,L266070,C 類,不合格,OP-109,已回報,研發,順發,6,19.58
2026/6/18,L262640,B 類,待處理,OP-107,,品保,力鋼,216,41.55
7月23日,L267720,B 類,已結案,OP-118,已回報,品保,順發,49,63.01
0608,L260048,A 類,,OP-138,待確認,研發,東昇,55,83.37
2026/7/18,L267521,C 類,合格,OP-145,已回報,資材,捷欣,56,12.61
0609,L262551,B 類,,OP-139,,研發,大宏,191,82.49
0712,L261457,其他,不合格,OP-102,已回報,研發,大宏,16,97.52
0613,L265744,C 類,,OP-101,,資材,大宏,183,69.46
6月27日,L261936,C 類,合格,OP-112,待確認,研發,順發,220,86.15
0608,L265458,A 類,待處理,OP-133,,資材,力鋼,12,84.06
7月2日,L266666,B 類,待處理,OP-134,,製造,順發,222,15.16
6月22日,L264920,其他,,OP-120,,資材,東昇,79,12.3
2026/7/3,L264487,C 類,待處理,OP-131,,資材,力鋼,51,77.86
6月9日,L266664,B 類,不合格,OP-147,,製造,順發,15,30.67
6月10日,L260335,C 類,已結案,OP-102,,研發,東昇,93,53.48
6月23日,L262056,B 類,已結案,OP-104,待確認,營運,力鋼,133,12.08
7月23日,L264757,B 類,待處理,OP-122,,品保,大宏,132,49.92
7月21日,L269423,其他,待處理,OP-127,待確認,品保,力鋼,89,42.81
0612,L260477,其他,不合格,OP-105,待確認,品保,永利,220,92.41
2026/7/17,L260258,A 類,已結案,OP-125,,營運,大宏,216,12.85
2026/6/30,L268148,C 類,待處理,OP-129,已回報,研發,順發,75,58.2
7月22日,L268357,A 類,合格,OP-106,,品保,永利,10,52.28
2026/7/14,L263458,A 類,已結案,OP-139,,研發,捷欣,145,14.0
0627,L264048,C 類,,OP-129,已回報,研發,大宏,30,52.76
2026/6/9,L261949,C 類,不合格,OP-111,,研發,大宏,233,23.05
7月21日,L269285,A 類,已結案,OP-121,已回報,資材,順發,204,88.76
7月23日,L262556,C 類,合格,OP-137,,資材,力鋼,136,55.87
0728,L266642,A 類,合格,OP-108,待確認,研發,捷欣,172,54.28
0704,L267824,C 類,已結案,OP-128,已回報,品保,力鋼,148,25.13
2026/6/25,L269934,B 類,,OP-140,待確認,製造,永利,92,24.01
2026/7/28,L260788,B 類,待處理,OP-129,,製造,永利,213,54.09
6月25日,L261686,B 類,不合格,OP-114,,製造,順發,74,85.02
6月2日,L267921,其他,,OP-104,,研發,捷欣,6,95.89
0609,L263665,其他,已結案,OP-145,,製造,東昇,12,94.86
7月4日,L269068,B 類,,OP-125,,資材,大宏,22,3.58
0613,L267039,C 類,不合格,OP-139,,資材,捷欣,21,67.98
2026/7/14,L263743,A 類,合格,OP-115,待確認,製造,捷欣,191,19.0
2026/6/25,L268636,C 類,待處理,OP-117,,營運,東昇,49,5.99
0721,L265313,其他,不合格,OP-128,,品保,東昇,91,58.62
0617,L260795,B 類,不合格,OP-113,已回報,研發,東昇,163,67.46
0701,L262820,C 類,不合格,OP-109,,資材,力鋼,150,54.13
6月3日,L269529,其他,待處理,OP-145,,製造,東昇,198,13.88
6月14日,L267533,其他,待處理,OP-103,,研發,力鋼,75,51.45
2026/6/20,L260411,其他,,OP-121,,製造,順發,77,75.06
2026/6/6,L263138,A 類,不合格,OP-111,,資材,永利,125,37.75
2026/7/20,L268856,A 類,不合格,OP-115,,製造,力鋼,100,31.39
7月2日,L265378,其他,合格,OP-115,,品保,順發,88,21.56
6月16日,L266254,其他,,OP-113,,資材,捷欣,136,58.47
0615,L261417,其他,不合格,OP-140,,品保,順發,40,81.77
6月9日,L266598,其他,已結案,OP-136,,研發,捷欣,134,37.06
7月2日,L268494,B 類,,OP-142,待確認,資材,力鋼,235,47.96
7月29日,L264584,B 類,,OP-140,,資材,順發,125,34.14
7月22日,L263964,其他,已結案,OP-136,,營運,永利,51,79.04
2026/6/7,L265972,B 類,合格,OP-117,,製造,順發,107,14.19
0601,L263657,A 類,合格,OP-103,待確認,製造,永利,23600.0,47.36
2026/7/15,L266664,C 類,合格,OP-120,,研發,永利,22,93.22
2026/6/18,L266263,C 類,,OP-137,,製造,大宏,135,10.64
7月7日,L266151,B 類,,OP-148,已回報,資材,順發,107,71.2
0613,L261868,其他,不合格,OP-114,,營運,力鋼,106,32.24
6月24日,L262724,C 類,合格,OP-102,待確認,營運,力鋼,204,46.12
2026/6/13,L269931,C 類,不合格,OP-139,待確認,製造,力鋼,139,13.55
2026/7/8,L264836,A 類,不合格,OP-141,,製造,捷欣,165,51.94
2026/7/20,L266669,其他,不合格,OP-140,,製造,東昇,116,61.25
0708,L265370,A 類,,OP-112,,研發,永利,129,10.85
7月30日,L265345,C 類,待處理,OP-105,待確認,資材,捷欣,203,38.54
7月2日,L263877,其他,,OP-132,,製造,大宏,176,89.68
7月2日,L263034,B 類,已結案,OP-132,,研發,順發,93,67.99
0628,L261776,C 類,,OP-113,,營運,大宏,162,44.0
2026/6/20,L262064,其他,已結案,OP-112,待確認,製造,捷欣,147,92.17
2026/6/5,L264142,B 類,不合格,OP-126,,資材,永利,132,19.41
6月1日,L263293,A 類,已結案,OP-135,,資材,力鋼,12,12.7
2026/7/24,L263190,B 類,合格,OP-125,,製造,捷欣,120,60.11
2026/7/18,L261918,其他,已結案,OP-119,,製造,順發,229,12.52
2026/6/29,L262541,其他,,OP-145,待確認,資材,順發,124,14.95
2026/6/2,L260392,C 類,不合格,OP-141,,資材,永利,238,15.84
2026/6/24,L261370,A 類,待處理,OP-135,,製造,永利,18,22.84
0717,L267243,C 類,合格,OP-143,,品保,大宏,147,10.17
0708,L265562,C 類,已結案,OP-141,待確認,製造,順發,184,8.76
0609,L262565,B 類,合格,OP-105,已回報,製造,永利,69,51.04
2026/6/30,L263532,C 類,,OP-108,,製造,永利,24,25.07
7月8日,L266854,C 類,,OP-126,,品保,力鋼,126,19.43
2026/6/9,L261926,B 類,合格,OP-132,,研發,捷欣,207,90.61
2026/6/27,L269515,C 類,,OP-137,已回報,資材,力鋼,187,27.77
2026/6/11,L263195,A 類,已結案,OP-132,,營運,捷欣,7,65.9
2026/6/6,L260736,B 類,已結案,OP-117,待確認,資材,力鋼,52,89.74
2026/6/17,L261254,A 類,,OP-101,,品保,力鋼,160,24.98
7月23日,L268776,C 類,不合格,OP-132,已回報,製造,東昇,206,4.59
2026/6/16,L268944,其他,,OP-131,待確認,研發,順發,232,0.95
7月18日,L264429,A 類,已結案,OP-113,,製造,永利,79,81.56
0602,L269533,A 類,不合格,OP-107,,資材,捷欣,82,43.9
6月11日,L269496,A 類,不合格,OP-119,,營運,捷欣,54,90.7
2026/6/14,L267811,B 類,已結案,OP-112,已回報,品保,東昇,191,29.96
7月3日,L264258,A 類,,OP-114,已回報,資材,捷欣,108,22.5
2026/6/3,L261759,A 類,,OP-134,已回報,製造,順發,64,73.72
2026/7/20,L264940,其他,已結案,OP-145,,營運,捷欣,72,68.25
2026/7/24,L268752,其他,,OP-119,待確認,品保,捷欣,162,41.71
0609,L265999,其他,,OP-102,,製造,東昇,90,80.61
7月6日,L260164,C 類,已結案,OP-113,,製造,永利,151,68.93
6月18日,L261471,A 類,待處理,OP-105,已回報,品保,捷欣,137,79.96
7月18日,L262261,B 類,待處理,OP-126,已回報,資材,大宏,50,60.12
7月27日,L264978,A 類,,OP-142,待確認,製造,大宏,53,92.8
6月28日,L266257,A 類,已結案,OP-148,,品保,力鋼,89,75.43
6月29日,L268237,B 類,已結案,OP-124,,品保,順發,32,82.08
7月15日,L267446,C 類,,OP-140,已回報,營運,永利,94,94.45
6月12日,L267479,其他,不合格,OP-104,,製造,永利,232,37.35
0625,L265694,A 類,已結案,OP-117,待確認,資材,力鋼,139,20.61
7月20日,L264570,B 類,已結案,OP-105,已回報,營運,大宏,114,52.38
0619,L268097,C 類,,OP-110,,製造,順發,32,43.51
0612,L267559,A 類,,OP-101,已回報,製造,順發,64,80.17
7月5日,L262114,其他,,OP-143,已回報,營運,力鋼,78,87.63
0719,L264150,B 類,已結案,OP-113,,研發,永利,166,39.12
0601,L269353,其他,,OP-123,待確認,營運,捷欣,12,52.67
0629,L269294,C 類,待處理,OP-139,已回報,資材,東昇,103,12.97
6月6日,L266436,C 類,已結案,OP-125,待確認,製造,順發,71,60.2
6月13日,L262493,A 類,不合格,OP-131,,資材,力鋼,89,71.41
2026/6/19,L267577,A 類,,OP-101,,研發,捷欣,216,34.23
2026/7/13,L264099,B 類,,OP-125,,營運,捷欣,116,15.94
2026/6/1,L264369,B 類,已結案,OP-108,,品保,捷欣,149,31.76
0606,L264311,B 類,,OP-142,待確認,研發,東昇,185,78.1
2026/6/20,L262328,B 類,不合格,OP-115,,製造,捷欣,59,31.91
6月5日,L265819,C 類,已結案,OP-114,,資材,永利,163,96.66
2026/7/13,L261979,B 類,待處理,OP-129,,資材,力鋼,128,14.21
7月12日,L268166,A 類,待處理,OP-148,,營運,順發,94,87.73
2026/6/10,L264023,A 類,合格,OP-121,,營運,力鋼,208,1.41
0608,L268698,C 類,待處理,OP-113,已回報,資材,捷欣,110,18.88
0622,L261836,A 類,已結案,OP-141,已回報,品保,永利,147,66.93
2026/7/11,L260135,B 類,合格,OP-122,待確認,品保,順發,17,50.69
0603,L269289,C 類,,OP-131,,研發,捷欣,201,9.3
6月6日,L262127,A 類,,OP-105,已回報,營運,捷欣,53,76.43
0725,L261823,B 類,待處理,OP-133,,資材,捷欣,66,24.3
0728,L268063,B 類,,OP-105,,研發,大宏,118,7.65
6月13日,L267331,B 類,不合格,OP-121,,品保,捷欣,115,40.94
6月10日,L267130,B 類,合格,OP-107,,資材,東昇,234,75.86
0628,L263173,A 類,不合格,OP-118,待確認,品保,東昇,174,51.88
2026/6/8,L268341,其他,不合格,OP-126,,製造,東昇,101,33.63
7月6日,L260198,A 類,待處理,OP-106,,研發,捷欣,20,34.42
2026/7/20,L264057,A 類,,OP-122,已回報,研發,力鋼,197,77.93
2026/7/1,L267614,C 類,待處理,OP-120,,營運,東昇,148,61.2
6月25日,L263387,C 類,待處理,OP-113,,營運,順發,100,37.38
0616,L261727,B 類,待處理,OP-105,,品保,東昇,104,82.94
0621,L261528,B 類,已結案,OP-112,,研發,東昇,191,32.68
6月21日,L261733,其他,,OP-113,待確認,研發,力鋼,174,95.14
7月8日,L263811,其他,,OP-104,已回報,營運,順發,109,64.0
0725,L262469,其他,已結案,OP-143,已回報,研發,東昇,215,63.76
2026/7/19,L265926,B 類,,OP-130,已回報,品保,順發,51,22.82
7月1日,L265045,B 類,,OP-103,,製造,永利,182,68.27
2026/7/17,L264985,其他,合格,OP-133,,品保,順發,76,8.42
0612,L264746,A 類,,OP-122,待確認,資材,順發,51,83.31
2026/7/29,L265555,C 類,,OP-120,待確認,營運,力鋼,48,11.57
6月25日,L265487,C 類,已結案,OP-113,已回報,研發,順發,95,19.83
0710,L263916,C 類,,OP-102,,品保,捷欣,2,47.43
0611,L266320,A 類,,OP-110,,研發,永利,31,34.51
0703,L269122,其他,合格,OP-132,,研發,大宏,76,2.78
0620,L263462,B 類,已結案,OP-117,已回報,營運,捷欣,140,20.29
6月27日,L269889,A 類,已結案,OP-120,,營運,永利,31,61.76
0630,L260819,其他,,OP-112,,資材,力鋼,30,32.66
6月5日,L261564,C 類,已結案,OP-110,,資材,永利,135,68.96
0716,L263187,A 類,合格,OP-144,已回報,資材,大宏,27,27.32
0720,L260643,B 類,已結案,OP-130,待確認,研發,大宏,1,34.03
2026/7/8,L266913,A 類,不合格,OP-122,,製造,大宏,59,87.94
0718,L260528,A 類,,OP-144,待確認,研發,永利,91,30.93
2026/7/13,L269333,其他,已結案,OP-125,,營運,力鋼,68,29.76
7月16日,L269290,A 類,,OP-121,已回報,研發,捷欣,129,37.75
0609,L269039,C 類,待處理,OP-132,,製造,捷欣,62,69.31
6月11日,L266543,C 類,不合格,OP-115,,品保,順發,49,45.0
0615,L267827,C 類,待處理,OP-127,,製造,東昇,106,30.08
0723,L268968,C 類,不合格,OP-117,,研發,永利,52,10.63
0706,L263983,A 類,,OP-127,已回報,營運,力鋼,223,36.99
7月20日,L267237,B 類,已結案,OP-105,,營運,東昇,160,84.92
7月30日,L268528,其他,不合格,OP-141,已回報,資材,捷欣,88,68.23
7月24日,L261890,B 類,合格,OP-104,待確認,資材,大宏,35,90.86
6月4日,L265032,C 類,已結案,OP-127,,營運,大宏,44,17.96
0607,L268540,其他,待處理,OP-110,,品保,大宏,46,0.26
2026/7/9,L262044,A 類,不合格,OP-115,,資材,捷欣,183,89.12
2026/7/12,L263362,A 類,不合格,OP-110,已回報,品保,捷欣,75,71.52
0617,L260957,其他,待處理,OP-137,,營運,捷欣,12,92.4
2026/6/15,L265080,B 類,合格,OP-140,,研發,永利,239,85.07
7月11日,L263943,B 類,合格,OP-124,,資材,東昇,74,90.78
2026/7/15,L260161,C 類,,OP-121,待確認,研發,捷欣,238,95.56
0711,L265787,其他,,OP-119,待確認,資材,大宏,189,95.12
6月22日,L268110,B 類,合格,OP-119,已回報,研發,力鋼,79,58.01
0718,L267125,A 類,待處理,OP-122,,研發,東昇,207,97.57
2026/6/7,L264462,C 類,待處理,OP-103,已回報,資材,永利,95,36.1
7月11日,L266511,B 類,,OP-113,待確認,品保,順發,57,29.76
6月23日,L263768,A 類,不合格,OP-139,待確認,資材,永利,85,49.21
0629,L265419,其他,不合格,OP-130,已回報,品保,力鋼,191,9.54
7月3日,L268487,A 類,不合格,OP-123,,研發,力鋼,71,39.13
0611,L267681,B 類,已結案,OP-134,待確認,品保,力鋼,213,48.83
2026/7/18,L267880,A 類,不合格,OP-126,待確認,品保,大宏,108,10.72
6月1日,L268833,B 類,已結案,OP-145,待確認,品保,大宏,143,89.64
2026/7/27,L268098,C 類,,OP-137,,資材,東昇,132,6.73
2026/7/16,L263893,B 類,,OP-116,待確認,營運,永利,38,66.22
0601,L264413,C 類,已結案,OP-110,,營運,東昇,20,56.36
6月27日,L265126,其他,已結案,OP-108,待確認,資材,大宏,125,13.77
2026/7/11,L267638,C 類,,OP-133,已回報,品保,力鋼,11,37.91
0706,L267525,B 類,,OP-134,已回報,資材,東昇,127,56.96
7月5日,L267250,C 類,待處理,OP-105,,資材,順發,224,22.58
7月2日,L263617,其他,待處理,OP-129,,品保,東昇,76,46.17
2026/6/7,L264039,C 類,已結案,OP-109,待確認,營運,永利,119,8.11
6月27日,L268391,B 類,,OP-130,待確認,製造,順發,45,2.26
2026/7/27,L265117,C 類,不合格,OP-135,,資材,順發,62,16.07
7月23日,L263785,B 類,待處理,OP-130,待確認,資材,順發,237,47.2
0729,L265236,其他,已結案,OP-133,,營運,力鋼,70,67.42
2026/7/4,L265227,B 類,,OP-137,,製造,永利,211,84.61
0723,L269746,C 類,待處理,OP-110,,品保,捷欣,155,4.88
0717,L263083,B 類,,OP-103,,品保,順發,175,56.13
0722,L262764,B 類,合格,OP-107,,研發,永利,147,17.36
7月8日,L264882,C 類,,OP-115,,資材,永利,126,78.98
0603,L267622,C 類,,OP-123,已回報,製造,捷欣,101,86.93
2026/7/9,L262981,其他,不合格,OP-137,,營運,力鋼,86,69.82
2026/6/23,L267329,A 類,待處理,OP-115,已回報,研發,捷欣,230,82.06
2026/7/15,L264961,A 類,已結案,OP-122,待確認,品保,東昇,133,27.9
0724,L267640,C 類,已結案,OP-119,,製造,捷欣,129,93.12
7月21日,L269079,C 類,,OP-131,已回報,製造,捷欣,23,13.88
2026/6/24,L261289,A 類,待處理,OP-138,,營運,大宏,142,42.08
0618,L261117,A 類,,OP-143,,品保,東昇,199,44.23
0724,L265111,C 類,,OP-120,,營運,順發,209,55.04
7月17日,L261262,其他,不合格,OP-110,,製造,順發,146,54.01
2026/7/26,L261784,C 類,,OP-118,,資材,大宏,90,37.15
7月11日,L262580,C 類,待處理,OP-127,,研發,順發,41,83.59
7月24日,L268112,A 類,合格,OP-102,,資材,力鋼,35,74.07
2026/6/25,L267175,A 類,,OP-142,已回報,製造,東昇,227,0.3
0717,L260185,B 類,,OP-113,,品保,力鋼,170,26.91
0717,L260774,C 類,合格,OP-132,,研發,大宏,91,27.95
0719,L266123,A 類,合格,OP-111,待確認,品保,大宏,198,92.3
7月29日,L266575,其他,,OP-103,,資材,大宏,202,26.13
2026/6/11,L262730,C 類,合格,OP-102,待確認,研發,捷欣,16,4.79
7月4日,L269285,A 類,待處理,OP-144,,品保,大宏,195,34.57
0718,L263076,B 類,合格,OP-108,,製造,大宏,31,65.9
0623,L262495,A 類,合格,OP-139,,品保,順發,150,37.55
0615,L260022,A 類,,OP-132,,營運,捷欣,186,46.5
6月24日,L260240,B 類,待處理,OP-125,,品保,力鋼,155,53.1
0725,L265191,其他,合格,OP-120,已回報,研發,大宏,27,80.92
6月23日,L269815,B 類,,OP-138,待確認,營運,東昇,183,93.18
0609,L266732,C 類,不合格,OP-105,已回報,營運,東昇,139,49.73
2026/7/7,L262669,B 類,已結案,OP-148,,品保,捷欣,203,55.01
2026/6/13,L268539,其他,合格,OP-134,已回報,資材,順發,161,40.43
0714,L266613,其他,待處理,OP-111,,品保,永利,89,4.4
0728,L260336,C 類,待處理,OP-147,,製造,永利,120,64.81
2026/7/7,L260333,其他,,OP-123,待確認,資材,力鋼,70,29.9
6月9日,L268759,C 類,,OP-139,,資材,捷欣,74,5.88
0605,L260674,B 類,,OP-140,,製造,東昇,197,92.43
6月12日,L263158,C 類,,OP-127,,資材,捷欣,112,6.32
0622,L267840,其他,,OP-110,已回報,研發,永利,155,71.94
2026/7/10,L269660,B 類,已結案,OP-132,,營運,永利,102,56.21
0728,L261658,C 類,不合格,OP-143,待確認,資材,永利,233,71.12
7月13日,L267037,B 類,,OP-130,,營運,永利,202,91.56
6月26日,L265218,A 類,,OP-114,,營運,順發,237,18.97
7月12日,L268488,A 類,,OP-102,待確認,研發,順發,70,74.54
0605,L264597,其他,,OP-111,,品保,力鋼,166,8.1
0622,L264096,B 類,不合格,OP-109,已回報,資材,捷欣,74,66.67
6月9日,L264729,B 類,,OP-119,已回報,品保,永利,191,56.9
0608,L263479,A 類,已結案,OP-128,,研發,東昇,181,26.93
0713,L261475,C 類,,OP-131,待確認,營運,順發,93,41.1
7月15日,L263399,C 類,待處理,OP-101,,品保,大宏,155,34.2
0728,L267353,其他,不合格,OP-126,待確認,營運,捷欣,45,63.87
0620,L266672,C 類,不合格,OP-114,,研發,力鋼,222,7.63
0620,L265744,A 類,,OP-131,,研發,捷欣,104,72.51
0724,L263281,C 類,已結案,OP-136,,製造,東昇,117,67.23
7月29日,L267527,A 類,已結案,OP-121,,製造,力鋼,8,32.29
7月9日,L268924,A 類,,OP-107,,品保,永利,80,61.17
0708,L267647,A 類,,OP-145,待確認,研發,捷欣,168,39.15
0719,L269478,C 類,不合格,OP-107,,營運,順發,91,26.08
6月9日,L263763,A 類,不合格,OP-131,,資材,永利,222,83.94
0717,L261652,B 類,,OP-116,,營運,大宏,140,24.11
0719,L268714,C 類,不合格,OP-116,,營運,捷欣,87,18.91
0612,L269945,其他,合格,OP-101,已回報,製造,大宏,8,65.65
0618,L261715,其他,待處理,OP-123,待確認,研發,捷欣,212,87.53
7月22日,L264062,其他,已結案,OP-108,已回報,資材,順發,159,30.35
2026/7/21,L260471,A 類,合格,OP-114,,資材,東昇,133,70.36
7月20日,L260912,A 類,,OP-136,待確認,品保,順發,233,81.48
2026/7/13,L260425,C 類,,OP-115,,品保,永利,44,80.15
0729,L260536,C 類,合格,OP-146,,研發,大宏,68,27.57
7月6日,L263660,其他,,OP-148,,研發,捷欣,109,31.65
2026/7/1,L269857,C 類,合格,OP-141,,營運,永利,74,43.47
6月4日,L263492,A 類,已結案,OP-132,已回報,品保,力鋼,230,7.46
0727,L267774,A 類,,OP-137,,資材,捷欣,218,69.54
0608,L267615,B 類,待處理,OP-104,,製造,東昇,19,69.47
0720,L269756,A 類,已結案,OP-111,,營運,大宏,217,74.99
7月6日,L265095,其他,不合格,OP-121,已回報,研發,力鋼,11,92.81
2026/7/29,L261260,B 類,已結案,OP-119,,營運,順發,12,18.69
0712,L261280,其他,待處理,OP-117,,品保,大宏,126,29.77
2026/6/8,L265787,C 類,,OP-134,,營運,順發,21,16.73
6月7日,L264522,其他,待處理,OP-144,,營運,東昇,131,58.36
6月11日,L261473,其他,已結案,OP-114,,資材,東昇,2,97.68
0721,L269651,B 類,不合格,OP-130,,品保,永利,108,43.55
2026/7/11,L260541,其他,已結案,OP-137,已回報,資材,東昇,125,80.86
2026/7/30,L264046,A 類,不合格,OP-139,待確認,製造,順發,8,56.31
0715,L264991,B 類,合格,OP-111,,製造,力鋼,192,4.35
0702,L268689,其他,不合格,OP-113,,研發,東昇,125,63.9
6月22日,L263088,其他,不合格,OP-102,待確認,研發,捷欣,139,57.06
6月12日,L268280,B 類,已結案,OP-107,,營運,順發,18,67.35
2026/6/21,L266262,A 類,已結案,OP-148,,營運,東昇,238,56.33
0717,L261422,其他,,OP-145,,資材,力鋼,127,58.2
6月17日,L265953,B 類,合格,OP-138,,資材,大宏,215,5.42
6月24日,L262811,B 類,不合格,OP-129,,製造,捷欣,86,63.48
0629,L268342,其他,,OP-119,待確認,研發,永利,89,39.67
2026/6/14,L267111,其他,合格,OP-110,已回報,品保,大宏,42,87.89
0626,L261494,其他,合格,OP-148,,製造,順發,44,26.71
7月3日,L260830,A 類,不合格,OP-130,已回報,營運,大宏,58,85.06
6月14日,L269161,其他,合格,OP-120,已回報,品保,順發,47,13.9
0705,L264721,A 類,合格,OP-112,已回報,製造,大宏,168,48.47
2026/6/21,L261943,C 類,待處理,OP-134,已回報,營運,東昇,58,19.82
7月8日,L264641,其他,待處理,OP-135,,營運,東昇,83,24.33
0719,L266328,C 類,待處理,OP-143,,品保,大宏,41,15.97
6月13日,L261616,C 類,不合格,OP-119,,品保,力鋼,51,79.95
2026/7/11,L260327,其他,待處理,OP-142,,資材,捷欣,12,10.4
0720,L269388,C 類,已結案,OP-108,,資材,永利,124,47.15
2026/7/28,L268419,其他,已結案,OP-113,,研發,順發,28,36.59
6月22日,L266323,其他,不合格,OP-123,已回報,製造,東昇,186,45.65
0720,L260926,B 類,,OP-125,,品保,順發,182,7.84
0703,L265212,C 類,已結案,OP-148,待確認,營運,大宏,140,28.75
0709,L260777,C 類,不合格,OP-131,已回報,品保,永利,63,24.4
2026/7/4,L262683,其他,,OP-131,,製造,順發,40,54.86
2026/6/9,L262071,C 類,合格,OP-112,,營運,順發,154,80.44
2026/7/4,L260656,A 類,不合格,OP-126,,研發,永利,215,87.9
2026/7/23,L268879,其他,合格,OP-102,,資材,順發,139,63.01
0610,L261061,其他,已結案,OP-112,待確認,製造,力鋼,201,94.12
2026/7/29,L261569,A 類,待處理,OP-139,,營運,大宏,171,87.49
2026/7/2,L269259,其他,,OP-137,待確認,資材,東昇,2500.0,50.28
2026/7/15,L269148,B 類,不合格,OP-147,待確認,研發,大宏,31,52.49
2026/6/3,L264517,B 類,待處理,OP-138,,製造,大宏,8,43.69
2026/6/18,L268815,A 類,,OP-107,,製造,順發,18,76.45
0703,L260346,其他,,OP-131,,資材,力鋼,84,84.32
2026/6/19,L263428,C 類,,OP-135,,品保,力鋼,84,40.65
0609,L269196,B 類,,OP-136,,研發,順發,75,93.69
2026/6/21,L265578,C 類,已結案,OP-142,,營運,大宏,87,15.19
0621,L260673,其他,,OP-133,,研發,永利,209,70.43
6月6日,L261021,其他,,OP-119,,製造,捷欣,228,41.91
2026/7/23,L261321,A 類,已結案,OP-122,已回報,營運,力鋼,113,46.38
2026/6/29,L267619,其他,不合格,OP-137,已回報,品保,永利,130,80.24
2026/6/12,L260249,B 類,不合格,OP-122,,資材,永利,98,37.54
2026/6/22,L264523,其他,不合格,OP-137,待確認,研發,大宏,224,86.3
2026/7/25,L268850,A 類,待處理,OP-125,已回報,營運,永利,69,75.84
7月19日,L266220,A 類,合格,OP-111,已回報,製造,順發,95,5.18
6月7日,L263429,B 類,待處理,OP-101,待確認,製造,力鋼,40,21.75
2026/7/21,L266222,C 類,不合格,OP-105,,製造,順發,183,85.43
0702,L266434,其他,待處理,OP-113,已回報,研發,永利,74,14.77
0717,L265886,A 類,待處理,OP-133,,資材,永利,35,17.41
7月1日,L262586,B 類,,OP-114,,營運,大宏,28,27.08
2026/6/21,L261785,B 類,待處理,OP-133,,資材,大宏,164,68.5
0722,L268039,C 類,合格,OP-121,,營運,大宏,18,77.57
2026/7/29,L268269,A 類,,OP-137,待確認,製造,大宏,161,39.71
2026/7/14,L269351,其他,,OP-143,,研發,順發,8,42.52
6月16日,L264222,其他,,OP-133,,研發,永利,101,29.42
2026/6/28,L268084,B 類,,OP-116,待確認,資材,力鋼,82,0.79
6月18日,L262374,其他,不合格,OP-122,,品保,力鋼,27,75.22
0629,L261679,C 類,,OP-138,,品保,捷欣,190,72.43
0615,L264682,B 類,,OP-132,,品保,東昇,185,1.81
0727,L261834,C 類,待處理,OP-146,待確認,品保,東昇,17,61.79
6月18日,L261987,B 類,合格,OP-145,已回報,品保,東昇,168,85.53
2026/7/27,L260035,其他,,OP-114,,資材,捷欣,116,76.29
2026/7/24,L263051,C 類,不合格,OP-128,待確認,製造,捷欣,225,3.18
2026/7/4,L266949,B 類,已結案,OP-146,,營運,順發,220,25.87
7月25日,L261672,B 類,,OP-143,,營運,永利,234,91.52
2026/6/14,L260185,B 類,已結案,OP-145,,資材,順發,185,38.22
0711,L260340,C 類,不合格,OP-124,,品保,永利,183,51.83
0610,L269390,其他,不合格,OP-128,,品保,永利,224,27.42
0730,L269466,其他,合格,OP-129,已回報,品保,捷欣,74,34.52
7月22日,L262341,C 類,不合格,OP-127,,資材,永利,161,92.33
7月26日,L264291,B 類,,OP-117,,營運,大宏,223,42.67
0705,L268783,其他,已結案,OP-112,待確認,研發,大宏,70,93.51
