日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
2025-07-02,L267893,A 類,待處理,OP-133,,研發,力鋼,47,81.81
2025-07-12,L265123,其他,待處理,OP-133,待確認,營運,捷欣,158,20.19
2025-06-18,L262215,B 類,不合格,OP-147,已回報,製造,東昇,5,96.28
2025-06-06,L264180,A 類,待處理,OP-146,,研發,順發,66,75.29
2025-06-05,L267338,A 類,不合格,OP-107,,品保,大宏,236,67.95
2025-06-16,L266097,其他,合格,OP-107,,品保,捷欣,221,15.99
2025-07-10,L265523,A 類,合格,OP-126,已回報,製造,大宏,226,87.15
2025-06-17,L263793,B 類,待處理,OP-147,待確認,資材,大宏,176,37.95
2025-06-25,L265890,A 類,合格,OP-122,,製造,永利,35,84.0
2025-06-28,L265290,A 類,合格,OP-147,,研發,力鋼,151,44.27
2025-07-07,L266213,B 類,待處理,OP-143,已回報,資材,東昇,240,0.32
2025-06-03,L264132,其他,合格,OP-118,,製造,永利,159,78.15
2025-06-16,L268528,A 類,待處理,OP-111,,品保,順發,135,23.39
2025-06-21,L268335,B 類,待處理,OP-131,,營運,捷欣,202,78.54
2025-06-17,L267843,其他,合格,OP-116,,資材,永利,193,42.91
2025-06-22,L264924,A 類,待處理,OP-114,,資材,永利,15,43.57
2025-06-26,L265997,其他,合格,OP-148,已回報,資材,順發,59,37.42
2025-07-18,L260875,其他,已結案,OP-147,已回報,品保,捷欣,45,18.72
2025-07-12,L266629,C 類,已結案,OP-127,,製造,捷欣,85,1.68
2025-07-12,L267018,B 類,待處理,OP-131,,品保,永利,150,9.52
2025-07-16,L267730,C 類,合格,OP-145,,營運,捷欣,101,20.56
2025-07-05,L261727,A 類,已結案,OP-137,,製造,大宏,239,47.12
2025-07-14,L264921,其他,已結案,OP-125,,營運,力鋼,5,69.66
2025-06-27,L263854,A 類,不合格,OP-112,,品保,東昇,200,52.19
2025-06-09,L264071,其他,待處理,OP-111,待確認,製造,力鋼,229,35.6
2025-06-19,L268012,B 類,已結案,OP-118,,品保,大宏,127,86.46
2025-07-16,L265018,B 類,不合格,OP-126,,營運,大宏,163,45.99
2025-06-05,L262267,C 類,已結案,OP-102,待確認,製造,力鋼,59,15.13
2025-06-29,L269895,B 類,已結案,OP-140,,資材,力鋼,179,91.13
2025-06-21,L261110,C 類,待處理,OP-133,已回報,營運,捷欣,184,46.96
2025-07-26,L269384,B 類,不合格,OP-127,已回報,營運,大宏,208,4.82
2025-06-16,L269650,C 類,已結案,OP-116,待確認,品保,順發,183,53.26
2025-07-30,L264752,B 類,合格,OP-130,,營運,永利,58,96.94
2025-06-24,L268694,A 類,待處理,OP-108,待確認,營運,捷欣,228,41.06
2025-06-16,L261887,C 類,合格,OP-141,已回報,營運,捷欣,170,26.44
2025-06-12,L268676,C 類,合格,OP-102,待確認,資材,順發,151,83.46
2025-06-04,L268793,C 類,已結案,OP-107,待確認,製造,東昇,225,97.73
2025-07-18,L269267,A 類,不合格,OP-121,已回報,營運,順發,227,75.1
2025-06-30,L261349,A 類,待處理,OP-144,待確認,營運,捷欣,32,25.01
2025-07-10,L260626,A 類,已結案,OP-148,,製造,捷欣,23,47.54
2025-06-04,L267281,其他,待處理,OP-133,,品保,永利,221,38.01
2025-06-28,L262695,C 類,待處理,OP-115,待確認,資材,順發,19,25.6
2025-06-13,L266880,其他,待處理,OP-120,,資材,永利,95,32.43
2025-06-04,L267950,B 類,合格,OP-134,,研發,順發,173,17.67
2025-06-21,L267272,C 類,已結案,OP-101,,營運,力鋼,197,76.65
2025-06-24,L269090,其他,不合格,OP-143,,營運,捷欣,74,95.63
2025-06-09,L265837,A 類,已結案,OP-142,已回報,品保,大宏,96,57.59
2025-06-29,L267263,其他,合格,OP-129,,品保,永利,82,50.58
2025-07-05,L264557,A 類,合格,OP-105,,品保,東昇,102,16.74
2025-06-03,L268649,B 類,待處理,OP-133,已回報,品保,力鋼,48,50.08
2025-07-20,L266555,A 類,已結案,OP-105,已回報,製造,力鋼,148,49.31
2025-07-22,L268637,其他,不合格,OP-141,已回報,研發,永利,186,14.99
2025-07-24,L261951,其他,不合格,OP-117,待確認,品保,大宏,240,46.02
2025-07-11,L260138,B 類,合格,OP-113,,製造,捷欣,25,94.1
2025-07-05,L261460,B 類,待處理,OP-118,,資材,東昇,12,71.74
2025-06-18,L269428,A 類,待處理,OP-135,,品保,順發,103,10.55
2025-06-17,L265759,C 類,待處理,OP-109,待確認,營運,大宏,171,35.99
2025-06-24,L263974,C 類,不合格,OP-110,,品保,大宏,118,10.87
2025-06-22,L263559,其他,待處理,OP-108,已回報,製造,東昇,87,61.44
2025-06-09,L261716,其他,不合格,OP-129,,營運,永利,178,13.4
2025-07-26,L263149,C 類,待處理,OP-132,,研發,捷欣,85,77.81
2025-07-18,L265757,B 類,待處理,OP-106,已回報,營運,大宏,188,62.12
2025-07-21,L263071,C 類,待處理,OP-145,,營運,大宏,159,52.17
2025-07-08,L264590,A 類,不合格,OP-112,待確認,資材,力鋼,42,27.17
2025-06-03,L263388,其他,待處理,OP-132,已回報,資材,順發,57,53.46
2025-06-18,L269548,其他,合格,OP-133,,製造,捷欣,26,23.65
2025-07-04,L269791,C 類,不合格,OP-143,,資材,力鋼,4,23.52
2025-06-17,L267486,其他,不合格,OP-125,,營運,大宏,68,43.32
2025-07-30,L266489,其他,不合格,OP-129,已回報,品保,東昇,118,94.9
2025-07-08,L260350,A 類,不合格,OP-119,,研發,東昇,159,68.23
2025-07-26,L261962,B 類,已結案,OP-115,,營運,順發,122,6.61
2025-06-15,L269245,B 類,不合格,OP-120,,資材,東昇,46,28.58
2025-07-29,L266693,B 類,待處理,OP-111,,研發,大宏,9,96.59
2025-06-06,L266370,B 類,合格,OP-145,,製造,永利,166,68.71
2025-07-07,L267885,B 類,待處理,OP-118,已回報,品保,捷欣,46,25.25
2025-07-21,L268411,其他,不合格,OP-104,,營運,東昇,235,50.62
2025-06-28,L263910,C 類,已結案,OP-108,待確認,製造,永利,68,51.13
2025-07-09,L261496,C 類,不合格,OP-114,,資材,力鋼,134,72.19
2025-06-28,L269152,C 類,待處理,OP-147,待確認,營運,永利,27,19.47
2025-07-10,L260050,C 類,不合格,OP-106,待確認,製造,大宏,86,71.65
2025-07-26,L266226,C 類,待處理,OP-124,,研發,力鋼,17,6.61
2025-07-27,L261939,其他,不合格,OP-118,已回報,品保,永利,204,47.61
2025-06-04,L265869,A 類,合格,OP-105,,製造,捷欣,66,59.69
2025-07-09,L269416,B 類,合格,OP-111,待確認,品保,捷欣,199,48.27
2025-06-11,L266152,A 類,不合格,OP-139,,製造,永利,112,11.62
2025-07-22,L263680,其他,合格,OP-115,,製造,永利,27,83.13
2025-07-21,L265370,C 類,合格,OP-113,已回報,研發,力鋼,53,86.15
2025-06-05,L260032,C 類,不合格,OP-138,,營運,順發,57,96.12
2025-06-25,L265059,C 類,已結案,OP-113,待確認,營運,力鋼,191,3.69
2025-07-21,L265555,C 類,已結案,OP-147,,品保,順發,106,85.87
2025-06-25,L266720,A 類,待處理,OP-111,已回報,資材,東昇,216,35.11
2025-06-26,L260030,C 類,合格,OP-132,已回報,品保,東昇,235,55.84
2025-07-26,L260893,C 類,合格,OP-111,,研發,東昇,61,74.6
2025-06-06,L262565,A 類,不合格,OP-104,已回報,品保,順發,53,17.44
2025-07-16,L260331,B 類,待處理,OP-124,,製造,東昇,120,59.65
2025-06-01,L261665,A 類,已結案,OP-120,已回報,研發,順發,228,57.98
2025-06-03,L266836,其他,待處理,OP-112,,研發,永利,132,46.18
2025-07-29,L267941,A 類,不合格,OP-144,,品保,捷欣,7,31.42
2025-07-03,L262566,B 類,已結案,OP-127,,研發,力鋼,28,59.8
2025-06-12,L263598,A 類,已結案,OP-140,,品保,順發,72,62.76
2025-06-25,L268776,A 類,已結案,OP-127,,研發,順發,63,58.82
2025-06-21,L267963,A 類,合格,OP-101,,研發,力鋼,236,66.07
2025-07-02,L268817,C 類,合格,OP-135,已回報,品保,捷欣,161,97.2
2025-06-18,L262181,其他,合格,OP-115,,研發,永利,208,22.04
2025-07-10,L264521,C 類,合格,OP-113,,營運,順發,98,74.63
2025-06-03,L260519,B 類,待處理,OP-130,,製造,順發,20,15.48
2025-07-03,L260575,C 類,待處理,OP-144,待確認,資材,大宏,159,8.61
2025-06-28,L264268,其他,已結案,OP-135,,資材,力鋼,158,76.47
2025-07-17,L261636,A 類,待處理,OP-110,已回報,品保,永利,2,78.24
2025-06-01,L266356,B 類,合格,OP-140,,製造,永利,18,85.43
2025-07-18,L263617,C 類,合格,OP-119,,研發,力鋼,228,73.87
2025-07-26,L264325,A 類,不合格,OP-133,待確認,品保,捷欣,166,12.76
2025-07-12,L261575,其他,不合格,OP-128,已回報,資材,永利,34,46.3
2025-07-22,L262689,C 類,不合格,OP-119,,製造,捷欣,77,23.77
2025-07-11,L264835,A 類,不合格,OP-109,,品保,力鋼,94,72.71
2025-07-05,L263734,B 類,已結案,OP-124,,營運,力鋼,180,50.21
2025-06-09,L261511,A 類,已結案,OP-105,已回報,研發,東昇,89,54.69
2025-06-25,L261732,C 類,待處理,OP-114,已回報,資材,力鋼,69,66.24
2025-06-26,L267490,C 類,合格,OP-130,,製造,力鋼,194,38.39
2025-07-29,L269138,C 類,不合格,OP-104,,研發,東昇,150,56.74
2025-06-30,L261330,其他,已結案,OP-130,,品保,永利,163,4.18
2025-07-11,L262016,其他,待處理,OP-135,已回報,營運,順發,94,14.7
2025-06-13,L265458,B 類,待處理,OP-106,已回報,研發,大宏,219,44.36
2025-07-10,L264527,其他,已結案,OP-125,已回報,研發,永利,20,94.56
2025-07-15,L265497,C 類,待處理,OP-122,,品保,大宏,227,96.46
2025-06-05,L263914,B 類,合格,OP-136,已回報,研發,捷欣,94,22.12
2025-07-13,L263317,B 類,合格,OP-129,,研發,東昇,105,80.78
2025-06-16,L261541,C 類,已結案,OP-146,,研發,大宏,174,19.58
2025-06-10,L261352,B 類,不合格,OP-126,,資材,力鋼,82,69.19
2025-07-15,L263596,B 類,不合格,OP-111,,營運,捷欣,39,60.03
2025-06-17,L263114,B 類,合格,OP-101,,資材,大宏,196,45.2
2025-07-20,L263993,其他,待處理,OP-145,,品保,永利,37,87.6
2025-06-15,L268350,C 類,待處理,OP-129,,資材,捷欣,179,63.43
2025-06-17,L266574,A 類,合格,OP-111,,資材,大宏,142,62.37
2025-06-01,L265233,其他,已結案,OP-143,已回報,營運,大宏,227,54.68
2025-06-16,L263746,C 類,不合格,OP-148,,資材,捷欣,138,91.99
2025-07-06,L264498,A 類,合格,OP-140,,資材,捷欣,33,63.32
2025-06-19,L268463,B 類,待處理,OP-105,待確認,資材,捷欣,10,72.8
2025-06-23,L268037,B 類,待處理,OP-116,已回報,製造,大宏,174,46.99
2025-07-04,L267397,B 類,合格,OP-125,待確認,品保,力鋼,212,67.62
2025-07-07,L266489,C 類,合格,OP-121,,研發,力鋼,96,78.56
2025-06-01,L267813,B 類,待處理,OP-147,待確認,研發,東昇,106,30.0
2025-07-11,L269086,C 類,待處理,OP-111,,資材,捷欣,47,52.85
2025-06-05,L264575,其他,已結案,OP-105,,資材,大宏,178,13.21
2025-06-28,L262967,C 類,已結案,OP-134,,品保,捷欣,129,61.07
2025-06-20,L260964,C 類,待處理,OP-144,已回報,製造,永利,108,0.31
2025-07-22,L260636,B 類,不合格,OP-141,,品保,順發,223,86.53
2025-07-26,L266371,A 類,待處理,OP-145,待確認,營運,大宏,72,64.71
2025-07-08,L269940,A 類,已結案,OP-101,,品保,東昇,239,1.2
2025-07-03,L267367,A 類,不合格,OP-122,待確認,製造,力鋼,158,96.86
2025-06-06,L261296,C 類,合格,OP-118,已回報,營運,東昇,227,4.96
2025-07-04,L262598,A 類,已結案,OP-123,,資材,順發,84,49.34
2025-07-11,L265153,其他,不合格,OP-111,待確認,研發,捷欣,23,34.93
2025-06-27,L264730,B 類,待處理,OP-140,,營運,東昇,236,16.88
2025-06-23,L265856,A 類,已結案,OP-124,,品保,永利,49,86.33
2025-06-07,L261237,C 類,合格,OP-125,,製造,力鋼,178,66.57
2025-07-29,L261445,C 類,已結案,OP-124,,資材,力鋼,230,80.97
2025-06-27,L264257,B 類,合格,OP-124,待確認,製造,大宏,170,4.7
2025-07-29,L262885,B 類,合格,OP-131,待確認,研發,東昇,105,33.88
2025-07-21,L260846,C 類,合格,OP-125,,營運,順發,154,33.41
2025-07-23,L263022,C 類,不合格,OP-111,,營運,大宏,216,67.96
2025-06-27,L263187,A 類,合格,OP-116,待確認,研發,捷欣,149,74.83
2025-06-19,L263751,C 類,不合格,OP-143,待確認,研發,捷欣,79,79.66
2025-07-25,L263724,A 類,已結案,OP-136,待確認,營運,順發,189,11.15
2025-07-10,L262914,B 類,已結案,OP-141,,製造,永利,237,85.55
2025-07-19,L261826,其他,待處理,OP-112,,製造,力鋼,65,69.89
2025-06-08,L264254,A 類,待處理,OP-105,已回報,營運,捷欣,43,56.36
2025-07-02,L260465,A 類,合格,OP-107,已回報,研發,大宏,191,3.48
2025-06-11,L266262,C 類,待處理,OP-106,,研發,捷欣,84,87.38
2025-06-06,L266234,A 類,待處理,OP-136,,製造,永利,174,32.41
2025-07-07,L268655,C 類,待處理,OP-140,,品保,力鋼,233,94.36
2025-07-23,L265640,其他,合格,OP-122,已回報,研發,力鋼,83,82.0
2025-07-25,L264558,A 類,不合格,OP-131,,研發,捷欣,229,48.9
2025-06-02,L262995,A 類,待處理,OP-147,,營運,捷欣,29,74.44
2025-07-10,L265551,其他,不合格,OP-129,,製造,力鋼,75,22.02
2025-07-13,L268264,A 類,合格,OP-106,已回報,研發,永利,161,28.01
2025-07-10,L267498,C 類,合格,OP-141,,製造,捷欣,133,53.1
2025-06-29,L264943,B 類,合格,OP-117,待確認,品保,東昇,57,74.18
2025-06-24,L267332,B 類,已結案,OP-147,已回報,製造,東昇,134,41.29
2025-06-01,L267910,B 類,已結案,OP-125,,資材,力鋼,25,26.81
2025-06-03,L266187,A 類,已結案,OP-133,已回報,品保,東昇,188,19.82
2025-07-15,L260177,其他,已結案,OP-135,,品保,永利,170,8.97
2025-06-05,L260340,其他,不合格,OP-147,待確認,資材,東昇,98,84.23
2025-07-02,L262084,B 類,待處理,OP-119,待確認,製造,大宏,11,11.94
2025-06-10,L266934,A 類,已結案,OP-140,,資材,力鋼,74,25.78
2025-07-20,L269714,其他,不合格,OP-148,,資材,永利,240,54.05
2025-06-29,L265192,C 類,待處理,OP-106,待確認,製造,永利,165,8.15
2025-07-10,L262658,B 類,不合格,OP-103,待確認,研發,大宏,9,96.77
2025-06-17,L263732,B 類,合格,OP-122,,品保,永利,60,35.26
2025-06-20,L263262,A 類,已結案,OP-144,,製造,大宏,39,21.85
2025-07-18,L262933,其他,不合格,OP-127,待確認,營運,順發,41,13.21
2025-07-17,L262951,其他,合格,OP-138,待確認,品保,永利,221,75.98
2025-07-06,L268251,C 類,合格,OP-146,,製造,大宏,57,30.89
2025-07-09,L267685,A 類,不合格,OP-125,,品保,永利,45,27.36
2025-06-15,L267324,A 類,已結案,OP-129,,研發,順發,58,12.37
2025-07-23,L263470,其他,已結案,OP-139,已回報,營運,永利,134,73.78
2025-06-11,L264088,B 類,已結案,OP-148,已回報,資材,力鋼,175,9.54
2025-07-03,L269112,C 類,待處理,OP-113,,研發,順發,137,67.24
2025-07-17,L269076,其他,不合格,OP-134,,營運,順發,149,88.18
2025-07-28,L267081,C 類,待處理,OP-102,,品保,東昇,172,71.72
2025-07-24,L261368,其他,不合格,OP-139,,資材,力鋼,53,70.95
2025-06-16,L260188,C 類,合格,OP-138,已回報,研發,大宏,114,75.72
2025-06-12,L263213,A 類,合格,OP-103,待確認,研發,捷欣,79,2.69
2025-07-10,L265585,C 類,已結案,OP-109,,營運,大宏,44,31.8
2025-06-20,L262231,B 類,合格,OP-117,,研發,捷欣,176,8.47
2025-07-01,L261610,其他,不合格,OP-144,待確認,製造,永利,29,5.37
2025-06-16,L263217,A 類,待處理,OP-147,,研發,大宏,152,40.48
2025-06-06,L263283,A 類,合格,OP-147,,品保,捷欣,115,91.6
2025-06-09,L269495,C 類,不合格,OP-146,,製造,順發,221,43.73
2025-07-15,L262924,B 類,合格,OP-133,,營運,永利,82,74.23
2025-06-07,L266825,C 類,已結案,OP-113,,研發,大宏,141,7.1
2025-07-23,L264312,A 類,待處理,OP-103,,製造,順發,137,83.04
2025-06-12,L269774,A 類,待處理,OP-134,,資材,順發,97,27.21
2025-06-27,L260649,C 類,已結案,OP-109,已回報,製造,大宏,225,91.7
2025-06-23,L266452,C 類,合格,OP-103,待確認,研發,大宏,48,47.68
2025-07-26,L265420,其他,已結案,OP-132,,資材,捷欣,176,69.26
2025-06-20,L263398,A 類,合格,OP-136,,營運,順發,117,94.48
2025-06-06,L267237,C 類,待處理,OP-119,,品保,捷欣,11,30.52
2025-07-20,L268641,C 類,合格,OP-110,,營運,東昇,225,10.62
2025-06-02,L265189,其他,已結案,OP-122,,研發,東昇,229,40.37
2025-07-13,L263458,B 類,待處理,OP-118,待確認,研發,順發,150,85.02
2025-07-29,L266847,B 類,不合格,OP-141,已回報,研發,捷欣,124,91.22
2025-07-10,L268329,A 類,合格,OP-131,待確認,品保,東昇,219,64.99
2025-06-04,L267610,B 類,合格,OP-104,,製造,順發,14,12.32
2025-07-28,L261568,A 類,合格,OP-145,待確認,營運,順發,25,63.98
2025-07-16,L262242,其他,已結案,OP-133,,資材,順發,37,28.43
2025-06-20,L264728,C 類,已結案,OP-136,已回報,品保,捷欣,38,44.88
2025-07-25,L261312,C 類,不合格,OP-146,待確認,研發,順發,115,8.17
2025-07-13,L261980,其他,合格,OP-115,,製造,力鋼,227,35.5
2025-06-17,L263014,A 類,待處理,OP-124,已回報,資材,順發,223,81.12
2025-07-07,L265698,其他,不合格,OP-103,,製造,東昇,28,57.17
2025-06-26,L268396,其他,不合格,OP-138,待確認,品保,東昇,30,22.38
2025-06-05,L263077,B 類,合格,OP-116,待確認,資材,順發,91,80.69
2025-06-14,L263176,A 類,合格,OP-111,已回報,製造,順發,123,76.95
2025-06-02,L264250,B 類,已結案,OP-140,,資材,力鋼,109,53.86
2025-07-19,L266056,B 類,已結案,OP-111,待確認,品保,力鋼,70,48.98
2025-07-26,L267653,A 類,待處理,OP-108,已回報,研發,東昇,194,73.02
2025-07-30,L268416,C 類,已結案,OP-129,待確認,品保,永利,35,37.05
2025-06-11,L264675,C 類,待處理,OP-119,待確認,製造,順發,217,15.67
2025-06-15,L262849,C 類,待處理,OP-135,待確認,營運,順發,226,63.33
2025-07-25,L266890,A 類,合格,OP-121,,品保,東昇,163,70.09
2025-06-19,L267335,A 類,已結案,OP-133,,資材,順發,181,16.97
2025-07-01,L261112,C 類,合格,OP-130,待確認,研發,力鋼,205,81.72
2025-06-30,L261316,C 類,已結案,OP-106,,製造,大宏,63,17.9
2025-07-18,L266554,A 類,待處理,OP-132,已回報,營運,順發,6,53.19
2025-07-29,L262141,B 類,已結案,OP-139,,營運,順發,125,86.58
2025-06-15,L266850,其他,已結案,OP-117,,研發,大宏,210,95.8
2025-07-11,L260059,C 類,合格,OP-121,,研發,大宏,142,22.37
2025-06-10,L262454,其他,不合格,OP-141,,營運,永利,83,82.49
2025-06-28,L269612,B 類,合格,OP-140,,資材,捷欣,207,81.55
2025-07-17,L260256,其他,已結案,OP-134,已回報,製造,力鋼,178,83.02
2025-07-08,L264869,C 類,待處理,OP-125,,品保,順發,185,18.3
2025-06-03,L263799,其他,合格,OP-122,,製造,大宏,7,75.57
2025-06-06,L266153,A 類,已結案,OP-126,已回報,製造,順發,70,29.44
2025-07-02,L262776,C 類,待處理,OP-134,,製造,東昇,16,96.24
2025-07-03,L266168,A 類,合格,OP-139,待確認,研發,大宏,186,61.43
2025-07-24,L262765,A 類,合格,OP-109,,研發,東昇,124,65.63
2025-07-20,L264156,B 類,待處理,OP-141,已回報,製造,順發,178,10.01
2025-07-09,L267784,A 類,合格,OP-134,已回報,資材,永利,163,45.02
2025-07-07,L266150,A 類,待處理,OP-107,,品保,順發,84,73.91
2025-06-29,L263715,其他,不合格,OP-114,,品保,永利,100,52.54
2025-06-26,L265918,B 類,合格,OP-101,,研發,東昇,34,76.5
2025-06-03,L266259,其他,已結案,OP-108,,營運,東昇,155,51.4
2025-06-04,L265689,B 類,已結案,OP-131,已回報,製造,大宏,98,35.64
2025-06-03,L265990,C 類,合格,OP-128,,營運,永利,21,89.5
2025-07-11,L263188,其他,不合格,OP-103,,研發,東昇,221,2.17
2025-07-16,L269127,C 類,合格,OP-125,,資材,力鋼,79,67.28
2025-06-06,L267691,其他,不合格,OP-142,待確認,品保,永利,10,21.97
2025-06-22,L261468,其他,已結案,OP-146,,營運,大宏,68,35.04
2025-06-28,L262650,B 類,已結案,OP-141,,製造,捷欣,236,1.92
2025-06-07,L264545,C 類,不合格,OP-117,,製造,大宏,32,33.03
2025-06-21,L267221,A 類,已結案,OP-132,,品保,永利,180,38.71
2025-06-15,L260496,A 類,已結案,OP-126,,營運,力鋼,69,37.75
2025-07-17,L261550,B 類,合格,OP-137,,資材,順發,27,60.67
2025-06-20,L268861,A 類,不合格,OP-138,,營運,力鋼,41,57.56
2025-07-13,L260488,C 類,合格,OP-114,待確認,研發,大宏,79,76.94
2025-06-19,L261945,C 類,不合格,OP-108,,研發,順發,124,32.2
2025-06-17,L264384,A 類,已結案,OP-109,,營運,力鋼,170,85.47
2025-06-24,L267263,A 類,待處理,OP-138,,資材,東昇,240,5.09
2025-06-17,L262992,其他,已結案,OP-145,待確認,營運,永利,41,21.66
2025-06-14,L261252,B 類,合格,OP-120,,製造,捷欣,187,69.03
2025-06-02,L266436,C 類,不合格,OP-109,,製造,東昇,171,62.48
2025-07-23,L265883,B 類,不合格,OP-125,已回報,品保,捷欣,110,82.68
2025-06-08,L265919,A 類,不合格,OP-137,待確認,營運,力鋼,150,23.69
2025-07-21,L265215,B 類,不合格,OP-113,,營運,力鋼,10,37.28
2025-07-09,L263699,其他,已結案,OP-103,待確認,品保,力鋼,213,14.79
2025-07-23,L268450,B 類,合格,OP-138,已回報,營運,順發,7,9.7
2025-07-17,L266248,B 類,不合格,OP-132,,品保,捷欣,206,3.46
2025-06-28,L262491,B 類,待處理,OP-143,已回報,營運,永利,18,69.62
2025-07-24,L269172,其他,待處理,OP-131,待確認,營運,永利,101,16.86
2025-07-30,L266824,B 類,不合格,OP-124,,製造,捷欣,97,61.15
2025-06-01,L268087,其他,已結案,OP-138,已回報,品保,捷欣,117,97.05
2025-06-07,L266418,C 類,不合格,OP-137,,品保,力鋼,225,44.29
2025-07-11,L263031,其他,合格,OP-127,,資材,大宏,96,77.69
2025-07-25,L266962,C 類,待處理,OP-115,,品保,永利,118,81.62
2025-07-22,L265285,A 類,合格,OP-118,,製造,力鋼,166,78.93
2025-06-26,L261179,B 類,合格,OP-114,,製造,東昇,3,91.73
2025-07-23,L268538,C 類,不合格,OP-117,待確認,資材,東昇,188,77.74
2025-07-29,L261065,A 類,已結案,OP-102,已回報,營運,永利,84,68.38
2025-07-05,L260077,B 類,待處理,OP-111,已回報,營運,東昇,140,30.3
2025-06-11,L268426,其他,合格,OP-114,,營運,大宏,55,13.77
2025-06-10,L265077,B 類,合格,OP-135,待確認,製造,永利,181,73.17
2025-06-13,L269142,B 類,待處理,OP-147,,營運,捷欣,19,33.2
2025-07-04,L263395,C 類,合格,OP-134,已回報,研發,捷欣,150,59.22
2025-06-09,L262662,B 類,不合格,OP-129,,研發,力鋼,235,90.66
2025-07-05,L265372,A 類,合格,OP-105,,製造,大宏,63,90.51
2025-07-08,L264119,C 類,待處理,OP-138,,品保,大宏,114,92.13
2025-06-23,L268351,A 類,已結案,OP-115,待確認,資材,順發,38,96.57
2025-06-18,L264356,C 類,已結案,OP-137,,資材,東昇,181,63.16
2025-06-18,L262644,A 類,待處理,OP-114,,品保,東昇,93,45.37
2025-07-21,L262475,C 類,待處理,OP-126,已回報,資材,大宏,158,32.65
2025-06-12,L269919,B 類,待處理,OP-119,,品保,東昇,174,22.65
2025-07-13,L266584,B 類,待處理,OP-109,,製造,力鋼,212,77.02
2025-06-11,L269981,其他,合格,OP-102,待確認,製造,大宏,140,62.15
2025-06-22,L260831,B 類,合格,OP-122,,研發,大宏,171,56.62
2025-07-06,L268483,A 類,已結案,OP-146,待確認,製造,順發,208,61.42
2025-06-03,L266642,C 類,已結案,OP-124,,製造,力鋼,153,55.53
2025-06-13,L262177,A 類,不合格,OP-130,待確認,資材,東昇,155,23.98
2025-07-13,L262544,C 類,待處理,OP-147,待確認,研發,順發,81,47.13
2025-07-01,L262238,A 類,合格,OP-102,待確認,資材,大宏,56,30.17
2025-07-10,L262189,其他,待處理,OP-122,,品保,東昇,220,26.71
2025-07-29,L263294,B 類,已結案,OP-139,,研發,力鋼,80,51.35
2025-06-05,L260620,其他,合格,OP-105,,製造,順發,46,49.12
2025-07-23,L260490,B 類,已結案,OP-135,已回報,品保,捷欣,140,30.68
2025-06-05,L264272,其他,合格,OP-111,,資材,永利,113,61.45
2025-06-23,L267137,其他,待處理,OP-119,,營運,力鋼,168,3.52
2025-07-22,L260745,B 類,已結案,OP-110,待確認,營運,永利,43,24.85
2025-06-24,L263183,A 類,待處理,OP-142,已回報,品保,大宏,84,79.95
2025-06-17,L260879,A 類,合格,OP-112,,品保,永利,101,96.6
2025-07-16,L262614,C 類,合格,OP-107,,品保,東昇,219,7.58
2025-07-20,L260274,A 類,已結案,OP-111,,製造,東昇,34,37.27
2025-07-07,L268344,A 類,不合格,OP-143,,製造,順發,85,79.81
2025-07-16,L268626,A 類,合格,OP-137,已回報,製造,東昇,109,75.88
2025-06-06,L263761,A 類,已結案,OP-129,已回報,品保,力鋼,131,32.23
2025-06-10,L268687,C 類,不合格,OP-119,待確認,資材,大宏,187,91.67
2025-07-16,L264354,B 類,不合格,OP-120,,營運,捷欣,129,53.13
2025-07-26,L266685,C 類,合格,OP-110,,品保,捷欣,73,80.09
2025-07-28,L260998,其他,待處理,OP-124,已回報,營運,永利,196,9.48
2025-07-23,L267116,B 類,已結案,OP-110,,資材,捷欣,196,13.84
2025-06-06,L261231,其他,不合格,OP-118,,製造,捷欣,103,41.34
2025-06-05,L264999,C 類,合格,OP-134,,製造,東昇,27,58.45
2025-06-13,L264111,B 類,合格,OP-107,,營運,捷欣,78,66.18
2025-07-27,L262633,其他,不合格,OP-110,,營運,東昇,1,4.51
2025-06-05,L268977,B 類,不合格,OP-148,,研發,永利,130,97.99
2025-07-21,L262748,A 類,不合格,OP-133,,資材,東昇,177,57.36
2025-07-17,L262841,C 類,待處理,OP-116,,研發,順發,92,48.69
2025-06-20,L267843,其他,合格,OP-140,,品保,順發,183,86.34
2025-06-19,L261076,A 類,已結案,OP-113,,資材,東昇,25,67.58
2025-06-19,L269643,C 類,不合格,OP-130,,製造,大宏,96,90.93
2025-07-03,L264216,B 類,待處理,OP-132,,資材,永利,89,6.16
2025-06-07,L262643,B 類,合格,OP-142,已回報,研發,永利,18,65.26
2025-07-11,L264071,B 類,已結案,OP-124,,營運,永利,166,82.38
2025-06-16,L265466,C 類,不合格,OP-105,已回報,品保,捷欣,198,20.79
2025-07-02,L263724,A 類,不合格,OP-116,待確認,品保,東昇,192,66.84
2025-06-22,L265015,C 類,已結案,OP-115,,資材,順發,215,84.39
2025-06-18,L267459,A 類,不合格,OP-123,,營運,順發,163,25.4
2025-07-29,L264645,A 類,已結案,OP-145,已回報,營運,永利,180,40.67
2025-06-12,L268988,A 類,待處理,OP-130,,資材,力鋼,223,64.92
2025-06-07,L260978,其他,合格,OP-139,,製造,永利,152,69.92
2025-07-19,L261952,A 類,不合格,OP-146,,製造,捷欣,211,46.33
